text_a	text_b	label
针对您的这个情况是需要您联系下淘宝的工作人员核实的。	您好.如果没有的话.具体的情况需要您通过旺旺的形式联系一下商家核实.	0
这个表情人物叫什么？	这个表情的人物叫什么？	1
石家庄今天限行吗?	石家庄今天还限行吗？	1
还有这个女孩的头像吗？	这个头像上的女孩是谁啊	1
穿越到异界的小说	异界穿越小说	1
求小清新唯美图片	蓝色小清新图片	0
有没有比歆达快递更慢的快递公司?	京东快递次日达是真的吗?但是订单却是后天	0
北京旅游景点有哪些？	北京都有哪些好的旅游景点？	1
当我想你的时候你会想我吗？	你会想我吗？	1
爸爸妈妈对我说的话	爸爸妈妈我爱你们	0
从失恋中走出来后是什么感觉？	失恋有什么感觉？	0
韩国什么东西好吃？	韩国什么东西好吃	1
好听的轻音乐	有哪些好听的轻音乐	1
怎么改无线网密码	无线网密码忘了怎么查	0
最近有什么好看的电影推荐?	最近有什么好看的电影推荐	1
放屁又臭又多是什么原因?	放屁多还臭是什么原因？	1
疯狂猜图电影类答案	疯狂猜图答案电影	1
辛苦您了。麻烦您耐心的等待	感谢您的耐心等待，麻烦您把完整的公司名称提供下，辛苦您了。	0
电子信息工程专业就业	电子信息工程就业前景怎样	1
金鹰节怎样投票	怎么给金鹰节投票	1
我喜欢的动物是什么？	我喜欢的动物,他有什么特点	1
挂失身份证声明！	挂失身份证声明	1
香蕉牛奶能一起吃吗	牛奶香蕉可以一起吃吗	1
这是什么奥特曼？	这是哪个奥特曼？	1
这张图片是什么动漫？	这张图片是什么动漫多少集的	1
百度云怎么使用？用链接看资料	使用百度云软件是不是免费	0
求进击的巨人同人漫画。	求《进击的巨人》漫画，	1
孕妇可以吃吗？猪脚炖莲藕	孕妇可以吃莲藕或莲角吗？	0
我喜欢的人结婚了	为什么不能和最爱的人在一起？	0
唐嫣和邱泽为什么分手	邱泽和唐嫣为什么分手	1
这是什么车标？	这是什么车标啊	1
如何根据手机号码定位	如何给手机号码定位	1
近在眼前的东西是什么	近在眼前的东西是什么？	1
南昌未来几天的天气	未来几天南昌天气	1
怎么在手机上修改路由器密码	怎么在手机上修改QQ密码	0
穿越火线为什么老是闪退	为什么我的穿越火线一进游戏两分钟就闪退了	1
还有多久过年啊	好有多久过年	1
虾仁怎么炒最好吃？	狗肉要怎么做才会最好吃呢？	0
请问温州同济医院客服电话号码是多少?	武汉同济医院的医生工资有多少	0
这个是需要您联系基金公司问一下的。	实质是将相应资金出借给变现申请人，从而满足变现申请人获得现金的需求	0
郑州哪个批发市场得衣服拿货比较便宜？	郑州恒泰童装批发市场哪个店的衣服便宜又好看	0
偷的苹果手机能用吗	苹果手机好用吗	0
我去年买了个表什么意思？	去年我买了个表什么意思？	1
现在用什么能看小电影？	现在看电影，都有什么好的网站？	0
《月光启蒙》中的诗歌是什么意思？	课文《月光启蒙》中吟唱的意思	0
世界上我最爱的人是谁？	世界上最爱么么的是谁？	0
颧骨高额头窄适合什么发型(3)	额头窄颧骨高的男生适合留什么发型	1
怎样看钣金图纸	怎么看懂图纸？	0
姜汤是怎么煮？	姜汤该怎么做啊	1
浙江丽水怎么样	浙江丽水怎么样？	1
排骨怎么做好吃呢	腊排骨怎么烧好吃	0
求东方同人小说	求东方的好同人小说	1
冒牌货冒菜加盟怎么样？	加盟冒牌货冒菜怎么样？	1
陌陌怎么申请	怎么申请陌陌	1
什么电视剧有黑社会片？	关于黑社会的电视剧叫什么？	1
运动后出汗多是什么原因	运动后头部出汗多是什么原因	1
泡芙面膜怎么做代理	怎样招面膜代理？	0
香蕉怎么吃才好吃	怎样做香蕉好吃	1
这算酒窝么？还是梨涡？	这算酒窝还是梨涡还是什么都不是	1
男士用护肤品啊	关于男士护肤品	1
在家赚钱的方法有？	在家赚钱好的方法	1
如何查询发票真伪？	怎样查询发票真伪	1
我喜欢上自己的老师怎么办·	喜欢上自己老师怎么办	1
什么的味道	家的味道是什么	0
子后面加什么字好听	林后面加什么字好听	0
最轻的气体是什么？	最轻的气体是什么	1
怎样做一个顶天立地的男人？	怎样做一个顶天立地的男人	1
最近有什么好看的电影电视剧啊	最近有什么好看的电视剧推荐	1
洛克王国谁有好挂	谁能帮我刷洛克王国傻笑表情？	0
怎样锻炼性能力	如何锻炼性能力？	1
带有近义词的成语千()万()	填近义词组成成语狼()虎()	0
哪里有毛线买	哪里有卖毛线的	1
好看的韩剧求推荐	有好看的韩剧吗？推荐下}	1
故地是什么意思	故地的故是什么意思	0
用什么软件学英语最好	什么软件学英语最好	1
天天酷跑破解版	天天酷跑的最新版	0
怎样教宝宝爬行	宝宝爬行服怎么做	0
南京今天什么时候下雪	南京今天什么下雪	1
如何下载米聊旧版本	怎样下载旧版本米聊	1
最好看的电视节目是什么?	有什么最好看的电视节目吗？	1
还有什么热血的动漫好看	有什么热血动漫好看	1
若有所悟的意思是什么	心有所向什么意思	0
婴的形近字	《本》字加一笔变成什么字？	0
剑魂之刃可以外挂吗	天天斗地主哪里能玩	0
男士的黑色休闲风衣配什么鞋子好看	男士的黑色休闲风衣配什么鞋子好看?	1
你不爱我干嘛骗我是什么歌	你不爱我你干嘛要骗我这是什么歌	1
音悦台好用吗	音悦台你不是很好吗	0
求一部法国喜剧的名字	求一部喜剧电影的名字	0
知趣竞猜人物三个字	知趣竞猜两个字人物	0
疯狂猜电视剧答案	疯狂电视剧答案	1
在哪里能看到范冰冰演的苹果	范冰冰版苹果在哪可以看	0
李小龙真的很厉害吗？	李小龙真的厉害吗？	1
大家为什么喜欢李宇春	为什么有许多人不喜欢李宇春	0
求好看的玄幻小说推荐	求推荐！有什么好看的玄幻小说？	1
熟吃萝卜有什么好处	吃萝卜菜有什么好处？	0
婚外情能长久吗	能看清吗？	0
这100是什么时候到账的呢?	那您是什么时候操作的。几号，几点的操作交易呢？（大概时间也可以的）	0
最近热播的电视剧有哪些	最近热播的电视剧	1
动物的世界之最	长隆香江野生动物世界	0
常州的特产是什么啊	常州有什么特产？	1
蛋清面膜的作用，是什么？	直接用蛋清做面膜有什么作用	1
小花仙中的一身衣服	仙三为龙葵取衣服	0
天空中的星星一闪一闪（改成拟人句）	星星一闪一闪的地挂在天空。（改写成拟人句）	0
如何短时间提高雅思口语	关于如何提高雅思口语和写作的问题	1
猪八戒背媳妇是什么歌	猪八戒背媳妇叫什么	1
摩托车不年检会被查么	杨幂被没被潜规则	0
怎样去角质？	怎么样去角质？	1
求推荐好玩的手机游戏	有好玩的手机游戏么，求推荐	1
求许昌春秋论坛邀请码！	求许昌春秋论坛邀请吗	1
求英雄联盟从一血双杀到五杀超神灭团的音效	英雄联盟一杀到五杀。一血到超神的所有音效。	0
练飞镖有什么好处	扔飞镖对人有什么好处	1
请问各位这是什么字体？	请问}}这是什么的叶子。	0
来爱我吧，亲爱的你	你在哪亲爱的	0
如何减掉小肚腩	怎么才能减掉小肚腩	1
哪个版本的口袋妖怪最好玩啊	GBA口袋妖怪哪个版本最好玩	0
有什么好看的电影最近	最近有什么比较好看的微电影呢？	0
手机我的世界电脑版哪里下载	如何在手机上下载我的世界电脑版?	1
这是不是塌鼻子	她像哪位明星	0
谁有下载熊出没之过年种子的网址感谢哈	谁有熊出没之回家过年全集高清	1
输入您的信息我核实一下呢(*^__^*)	为了账户安全，请您提供身份证号后8位，麻烦您了o(*￣▽￣*)o。	0
全本玄幻，小说哪本好看？	找本好看的完结玄幻小说	1
写一件艺术品的作文500字	写一件艺术品的作文400字	0
手机网上怎么交费	手机怎么网上交费	1
洛克王国小火猴在哪抓	洛克王国小火猴在哪捉	1
我的世界怎么刷石头	我的世界里这是什么石头	0
高筋小麦粉可以做面包吗	平底锅能做面包吗	0
这张图片叫什么名字？	这张图片的名字叫什么	1
这个女主播叫什么名字啊？	这个女主播名字？	1
男朋友跟我说想吃豆腐是什么意思？	一个男的说他要给我卖豆腐是什么意思？	0
怎么删除百度知道提问？	百度知道的提问怎么删除？	1
这是大众什么车型	这是大众什么车型呢	1
自以为是什么意思？	自己自以为是的结果是什么意思	0
今年服装流行趋势	今年兔毛皮草流行吗?	0
为什么早上起床总是感觉腰酸背痛？	为什么我每天早上起床，总是腰酸背痛的！	1
这个漫画名字叫什么？	这漫画叫什么名字？	1
我想出国打工，请问去哪里好	请问想出国打工挣钱，去哪里好	1
把水变成冰的最快方法是什么？	做什么运动能锻炼出腹肌呢？	0
浅井舞香的种子	浅井舞香所有的种子！	1
孕妇可以吃地瓜吗？	孕妇能吃烤地瓜吗？	0
请问这是哪个明星	请问这是哪个明星？	1
诚恳劝告的话叫()言	诚恳劝告的话	1
哭多了眼睛肿怎么办	修正带坏了怎么办像皮没了怎么办	0
关于外星人的电影	关于外星人电影	1
多吃什么水果减肥！	减肥要多吃什么水果？	1
电脑单机游戏有什么好玩	什么电脑上的单机游戏好玩？	1
您好，这边帮您查询到您的这笔资金都是在您的支付宝账户的	您好，这边为您核实到，您的资金已经转入余额宝的，资金是转入之后的资金的。	0
宣城哪里好玩？	宣城哪里好玩	1
有一部电视剧是香港的叫什么	日本动画片有一个叫《什么曼》的	0
平板能玩网页游戏吗	网页游戏手机能玩吗	0
什么面膜补水最好？	什么时候敷补水面膜最好啊？	0
防溢乳垫哪种好	安朵的防溢乳垫怎么样？	0
在哪里可以下载广播剧	在哪里可以下载到广播剧	1
死飞啥意思？自行车	死飞自行车俱乐部	0
英雄联盟怎样加好友	帮忙注册个英雄联盟美服账号	0
求爱ヅ翦梦姐妹网名	短的姐妹网名	0
执着，是什么意思？	执着是什么意思?	1
支付宝的账户名可以换吗	支付宝的名字可以改吗	0
谁知道这条裤子是什么牌子的	我想知道这条裤子是什么牌子	1
请推荐一款网络游戏	大家推荐一款网络游戏	1
我的支付宝钱包怎么才注册	怎样注册自己的手机邮箱	0
天津哪里有小吃街	杨汊湖附近哪里有联通营业厅？	0
新西兰在哪个州？	部落守卫战最棒的联盟是哪个？	0
求孽障全部特典	求孽障所有特典	1
今晚十二生肖开什么码	十二生肖今晚开什么码2015年96期	1
赛尔号里的拆弹游戏怎么玩？	赛尔号的拆弹游戏怎么玩	1
那些品牌的手表比较好	比较好的手表品牌	1
怎么开网店，开网店的流程是什么	淘宝网怎么开网店的流程	1
贾斯汀比伯的真实女友是谁？	贾斯汀比伯13岁的女朋友是谁？	0
激光点痣有什么危害_百度拇指医生	点痣有什么危害吗_百度拇指医生	0
我有一个天天酷跑号可以卖吗	谁买天天酷跑的好号，要一个。	0
心有所被爱是什么意思啊	若有所悟的意思是什么	0
求洪荒或重生小说	求重生洪荒为巫的小说	0
孕妇能喝核桃露吗	孕妇能喝核桃露杏仁吗	1
哪部电视剧最好看	要一些好看的动漫图片	0
韩后化妆品怎么样	想问化妆品牌子	0
这样的衣服怎么洗不起球呀？	发霉了的衣服怎么才能洗干净	0
求一部电影是讲吸血鬼的	在找一部吸血鬼与狼人的电影	0
感谢您的支持，请您稍等，还在为您核实。	请您稍等一下，正在为您核实，谢谢	1
您可以截图给小二看下的吗	您截图给小二看一下可以吗	1
现货白银的操作建议哪里有？	现货白银操作建议哪里有	1
我要注册邮箱怎么注册？	我要怎么注册319邮箱	1
细雨(什么)	什么的细雨？	0
开车都需要些什么证件啊？	开车都需要什么证件	1
长发好看还是短发？	短发接长发好看吗	0
男生带什么颜色的表好看。	男生染什么颜色好看	0
热美人鹿茸面膜怎么代理	热美人鹿茸面膜代理怎么做	1
手机微信内容可以同步到电脑上吗	电脑微信和手机微信可以同步吗	1
这是什么牌子的摩托车	这是什么牌子的摩托车？	1
英雄联盟的皮肤有什么用英雄的？	英雄联盟里英雄的皮肤有什么用	1
